学校名称,学校标识码,主管部门,所在地,办学层次,备注,en-name(baidu),en-name(youdao)
广州涉外经济职业技术学院,4144013715,广东省教育厅,广州市,专科,民办,Guangzhou International Economics College,Guangzhou foreign economic vocational and technical college
广州南洋理工职业学院,4144013716,广东省教育厅,广州市,专科,民办,Guangzhou Nanyang College,Guangzhou nanyang technological vocational college
广州科技职业技术学院,4144013717,广东省教育厅,广州市,专科,民办,Guangzhou Vocational and Technical College of Science and Technology,Guangzhou vocational college of science and technology
惠州经济职业技术学院,4144013718,广东省教育厅,惠州市,专科,民办,huizhou economics and polytechnic college,Huizhou economic vocational and technical college
广东工商职业学院,4144013721,广东省教育厅,肇庆市,专科,民办,Guangdong Vocational College of Industry and Commerce,Guangdong vocational college of industry and commerce
肇庆医学高等专科学校,4144013810,广东省,肇庆市,专科,,zhaoqing medical college,Zhaoqing city medical college
广州现代信息工程职业技术学院,4144013912,广东省教育厅,广州市,专科,民办,Guangzhou Modern Information Engineering Vocational and Technical College,Guangzhou modern information engineering vocational technical college
广东理工职业学院,4144013919,广东省,广州市,专科,,Guangdong Polytechnic Vocational College,Guangdong vocational college of science and technology
广州华南商贸职业学院,4144013927,广东省教育厅,广州市,专科,民办,South China Business Trade College,Guangzhou south China commerce and trade vocational college
广州华立科技职业学院,4144013928,广东省教育厅,广州市,专科,民办,Guangzhou Huali Vocational College of Science and Technology,Guangzhou huali science and technology vocational college
广州城市职业学院,4144013929,广东省,广州市,专科,,Guangzhou City Vocational College,Guangzhou city vocational college
广东工程职业技术学院,4144013930,广东省,广州市,专科,,Guangdong Engineering Vocational and Technical College,Guangdong engineering professional technology institute
广州铁路职业技术学院,4144013943,广东省,广州市,专科,,Guangzhou Railway Vocational and Technical College,Guangzhou railway vocational and technical college
广东科贸职业学院,4144014063,广东省,广州市,专科,,guangdong vocational college of science and trade,Guangdong trade vocational college
广州科技贸易职业学院,4144014065,广东省,广州市,专科,,"Guangzhou Vocational College of Science, Technology and Trade",Guangzhou trade vocational college of science and technology
中山职业技术学院,4144014066,广东省,中山市,专科,,Zhongshan Vocational and Technical College,Zhongshan professional technology institute
广州珠江职业技术学院,4144014123,广东省教育厅,广州市,专科,民办,Guangzhou Pearl River Vocational and Technical College,Guangzhou pearl river vocational and technical college
广州松田职业学院,4144014125,广东省教育厅,广州市,专科,民办,Guangzhou Songtian Vocational College,Guangzhou matsuda vocational college
广东文理职业学院,4144014126,广东省教育厅,湛江市,专科,民办,Guangdong Vocational College of Arts and Sciences,Guangdong liberal arts vocational college
广州城建职业学院,4144014136,广东省教育厅,广州市,专科,民办,Guangzhou City Construction College,Guangzhou vocational college of urban construction
东莞职业技术学院,4144014263,广东省,东莞市,专科,,Dongguan Vocational and Technical College,Dongguan vocational and technical college
广东南方职业学院,4144014265,广东省教育厅,江门市,专科,民办,Guangdong Southern Vocational College,Guangdong nanfang vocational college
广州华商职业学院,4144014266,广东省教育厅,广州市,专科,民办,Guangzhou Huashang Vocational College,Guangzhou vocational college of Chinese businessman
广州华夏职业学院,4144014268,广东省教育厅,广州市,专科,民办,Guangzhou Huaxia Vocational College,Guangzhou huaxia vocational college
广东环境保护工程职业学院,4144014311,广东省,佛山市,专科,,Guangdong Vocational College of Environmental Protection Engineering,Guangdong environmental protection engineering vocational college
广东青年职业学院,4144014361,广东省,广州市,专科,,Guangdong Youth Vocational College,Guangdong youth vocational college
广州东华职业学院,4144014362,广东省教育厅,广州市,专科,民办,Guangzhou Donghua Vocational College,Guangzhou vocational college of donghua
广东创新科技职业学院,4144014363,广东省教育厅,东莞市,专科,民办,Guangdong Vocational College of Innovative Science and Technology,Guangdong vocational college of science and technology innovation
广东舞蹈戏剧职业学院,4144014407,广东省,广州市,专科,,Guangdong Dance and Drama Vocational College,Guangdong vocational college dance drama
惠州卫生职业技术学院,4144014408,广东省,惠州市,专科,,Huizhou Vocational and Technical College of Health,Huizhou health vocational and technical college
广东信息工程职业学院,4144014427,广东省教育厅,肇庆市,专科,民办,Guangdong Vocational College of Information Engineering,Guangdong vocational college of information engineering
广东生态工程职业学院,4144014509,广东省,广州市,专科,,Guangdong Vocational College of Ecological Engineering,Ecological engineering vocational college in guangdong
惠州城市职业学院,4144014510,广东省,惠州市,专科,,Huizhou City Vocational College,Huizhou city vocational college
广东碧桂园职业学院,4144014511,广东省教育厅,清远市,专科,民办,Guangdong Biguiyuan Vocational College,College of guangdong country garden
公安边防部队高等专科学校,4144014533,公安部,广州市,专科,,Higher Vocational College of Frontier Defense Forces of Public Security,The public security border forces college
广东茂名健康职业学院,4144014556,广东省,茂名市,专科,,Guangdong Maoming Vocational College of Health,Guangdong maoming health vocational college
广东酒店管理职业技术学院,4144014572,广东省教育厅,东莞市,专科,民办,Guangdong Hotel Management Vocational Technical College,Guangdong institute of technology of profession of hotel management
广东茂名幼儿师范专科学校,4144014587,广东省,茂名市,专科,,Guangdong Maoming Infant Teachers College,Guangdong maoming infant normal school
广州卫生职业技术学院,4144014592,广东省,广州市,专科,,Guangzhou Vocational and Technical College of Health,Guangzhou health vocational and technical college
惠州工程职业学院,4144014609,广东省,惠州市,专科,,Huizhou Vocational College of Engineering,Huizhou engineering vocational college
广东江门中医药职业学院,4144014610,广东省,江门市,专科,,Guangdong Jiangmen Vocational College of Traditional Chinese Medicine,Guangdong jiangmen vocational college of traditional Chinese medicine
湛江幼儿师范专科学校,4244050853,广东省,湛江市,专科,,Zhanjiang Infant Teachers College,Zhanjiang infant normal school
广西大学,4145010593,广西壮族自治区,南宁市,本科,,Guangxi University,Guangxi university
广西科技大学,4145010594,广西壮族自治区,柳州市,本科,,Guangxi University of Science and Technology,Guangxi university of science and technology
桂林电子科技大学,4145010595,广西壮族自治区,桂林市,本科,,Guilin University of Electronic Technology,Guilin university of electronic science and technology
桂林理工大学,4145010596,广西壮族自治区,桂林市,本科,,Guilin University of Technology,Guilin university of technology
广西医科大学,4145010598,广西壮族自治区,南宁市,本科,,Guangxi Medical University,Guangxi medical university
右江民族医学院,4145010599,广西壮族自治区,百色市,本科,,Youjiang Medical College for Nationalities,Youjiang medical school
广西中医药大学,4145010600,广西壮族自治区,南宁市,本科,,Guangxi University of Traditional Chinese Medicine,Guangxi university of Chinese medicine
桂林医学院,4145010601,广西壮族自治区,桂林市,本科,,Guilin Medical College,Guilin medical college
广西师范大学,4145010602,广西壮族自治区,桂林市,本科,,Guangxi Normal University,Guangxi normal university.
广西师范学院,4145010603,广西壮族自治区,南宁市,本科,,Guangxi Normal University,Guangxi normal college
广西民族师范学院,4145010604,广西壮族自治区,崇左市,本科,,Guangxi Normal University for Nationalities,Guangxi national normal college
河池学院,4145010605,广西壮族自治区,河池市,本科,,Hechi University,Hechi college
玉林师范学院,4145010606,广西壮族自治区,玉林市,本科,,Yulin Normal University,Yulin teachers college
广西艺术学院,4145010607,广西壮族自治区,南宁市,本科,,Guangxi Academy of Art,Guangxi arts college
广西民族大学,4145010608,广西壮族自治区,南宁市,本科,,Guangxi University for Nationalities,Guangxi university for nationalities
百色学院,4145010609,广西壮族自治区,百色市,本科,,baise university,The baise college
梧州学院,4145011354,广西壮族自治区,梧州市,本科,,wuzhou university,Wuzhou institute
广西科技师范学院,4145011546,广西壮族自治区,来宾市,本科,,Guangxi Normal University of Science and Technology,Guangxi normal university of science and technology
广西财经学院,4145011548,广西壮族自治区,南宁市,本科,,Guangxi University of Finance and Economics,Guangxi college of finance and economics
南宁学院,4145011549,广西自治区教育厅,南宁市,本科,民办,Nanning College,Nanning college
钦州学院,4145011607,广西壮族自治区,钦州市,本科,,Qinzhou University,Qinzhou college
桂林航天工业学院,4145011825,广西壮族自治区,桂林市,本科,,Guilin University Of Aerospace Technology,Guilin institute of aerospace industry
桂林旅游学院,4145011837,广西壮族自治区,桂林市,本科,,Guilin Tourism College,Guilin institute of tourism
贺州学院,4145011838,广西壮族自治区,贺州市,本科,,HeZhou University,Congratulation state college
广西警察学院,4145013520,广西壮族自治区,南宁市,本科,,Guangxi Police College,Guangxi police academy
北海艺术设计学院,4145013524,广西自治区教育厅,北海市,本科,民办,Beihai Institute of Art and Design,Beihai institute of art and design
广西大学行健文理学院,4145013638,广西自治区教育厅,南宁市,本科,民办,"Xingjian College of Arts and Sciences, Guangxi University",Line liberal arts college of guangxi university
广西科技大学鹿山学院,4145013639,广西自治区教育厅,柳州市,本科,民办,Lushan College of Guangxi University of Science and Technology,Deer mountain of guangxi university of science and technology college
广西民族大学相思湖学院,4145013640,广西自治区教育厅,南宁市,本科,民办,"Acacia Lake College, Guangxi University for Nationalities",Guangxi university for nationalities institute of xiangsi lake
广西师范大学漓江学院,4145013641,广西自治区教育厅,桂林市,本科,民办,"Lijiang College, Guangxi Normal University",Lijiang college of guangxi normal university
广西师范学院师园学院,4145013642,广西自治区教育厅,南宁市,本科,民办,Teachers'College of Guangxi Normal University,Guangxi normal college garden school
广西中医药大学赛恩斯新医药学院,4145013643,广西自治区教育厅,南宁市,本科,民办,"Saines College of New Medicine, Guangxi University of Traditional Chinese Medicine","University of Chinese medicine in guangxi "", the new medical college"
桂林电子科技大学信息科技学院,4145013644,广西自治区教育厅,桂林市,本科,民办,"College of Information Science and Technology, Guilin University of Electronic Science and Technology",Guilin university of electronic science and technology information institute of science and technology
桂林理工大学博文管理学院,4145013645,广西自治区教育厅,桂林市,本科,民办,"School of Bowen Management, Guilin University of Technology",Guilin university of technology post school of management
广西外国语学院,4145013830,广西自治区教育厅,南宁市,本科,民办,Guangxi College of Foreign Languages,School of foreign languages in guangxi
北京航空航天大学北海学院,4145013890,广西自治区教育厅,北海市,本科,民办,"Beihai College, Beijing University of Aeronautics and Astronautics",Beijing university of aeronautics and astronautics institute of the north sea
广西机电职业技术学院,4145010867,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College of Mechatronics,Guangxi electromechanical vocational and technical college
广西体育高等专科学校,4145011350,广西壮族自治区,南宁市,专科,,Guangxi Sports College,Sports colleges in guangxi
南宁职业技术学院,4145011355,广西壮族自治区,南宁市,专科,,nanning college for vocational technology,Nanning vocational and technical college
广西水利电力职业技术学院,4145011608,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College of Water Conservancy and Electricity,Guangxi water conservancy electric power vocational technology college
桂林师范高等专科学校,4145011671,广西壮族自治区,桂林市,专科,,Guilin Normal College,Guilin normal college
广西职业技术学院,4145011773,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College,Guangxi vocational and technical college
柳州职业技术学院,4145012104,广西壮族自治区,柳州市,专科,,Liuzhou Vocational and Technical College,Liuzhou vocational and technical college
广西生态工程职业技术学院,4145012344,广西壮族自治区,柳州市,专科,,Guangxi Eco-engineering Vocational and Technical College,Guangxi ecological engineering professional technology institute
广西交通职业技术学院,4145012356,广西壮族自治区,南宁市,专科,,Guangxi Communications Vocational and Technical College,Guangxi traffic vocational and technical college
广西工业职业技术学院,4145012364,广西壮族自治区,南宁市,专科,,Guangxi Industrial Vocational and Technical College,Guangxi industrial vocational and technical college
广西国际商务职业技术学院,4145012379,广西壮族自治区,南宁市,专科,,Guangxi International Business Vocational and Technical College,Guangxi international business vocational college
广西农业职业技术学院,4145012382,广西壮族自治区,南宁市,专科,,Guangxi Agricultural Vocational and Technical College,Guangxi agricultural vocational and technical college
柳州铁道职业技术学院,4145012392,广西壮族自治区,柳州市,专科,,Liuzhou Railway Vocational and Technical College,Liuzhou railway vocational and technical college
广西建设职业技术学院,4145013138,广西壮族自治区,南宁市,专科,,Guangxi Construction Vocational and Technical College,Construction of guangxi vocational and technical college
广西现代职业技术学院,4145013522,广西壮族自治区,河池市,专科,,Guangxi Modern Vocational and Technical College,Guangxi modern vocational and technical college
北海职业学院,4145013523,广西壮族自治区,北海市,专科,,Beihai Vocational College,Beihai vocational college
桂林山水职业学院,4145013526,广西自治区教育厅,桂林市,专科,民办,Guilin Landscape Vocational College,Guilin in vocational college
广西经贸职业技术学院,4145013827,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College of Economics and Trade,Guangxi economic and trade professional technology institute
广西工商职业技术学院,4145013828,广西壮族自治区,南宁市,专科,,Guangxi Industrial and Commercial Vocational and Technical College,Vocational and technical college of guangxi
广西演艺职业学院,4145013829,广西自治区教育厅,南宁市,专科,民办,Guangxi Academy of Performing Arts,Performing arts vocational college in guangxi
广西电力职业技术学院,4145013831,广西壮族自治区,南宁市,专科,,Guangxi Electric Power Vocational and Technical College,Guangxi electric power vocational technology college
广西城市职业学院,4145013920,广西自治区教育厅,崇左市,专科,民办,Guangxi City Vocational College,City vocational college in guangxi
广西英华国际职业学院,4145014026,广西自治区教育厅,钦州市,专科,民办,Guangxi Yinghua International Vocational College,Yinghua international vocational college in guangxi
柳州城市职业学院,4145014067,广西壮族自治区,柳州市,专科,,Liuzhou City Vocational College,Liuzhou city vocational college
百色职业学院,4145014068,广西壮族自治区,百色市,专科,,Baise Vocational College,The baise vocational college
广西工程职业学院,4145014127,广西自治区教育厅,百色市,专科,民办,Guangxi Vocational College of Engineering,Engineering vocational college in guangxi
广西理工职业技术学院,4145014170,广西自治区教育厅,崇左市,专科,民办,Guangxi Polytechnic Vocational and Technical College,Guangxi institute of vocational and technical college
梧州职业学院,4145014171,广西壮族自治区,梧州市,专科,,Wuzhou Vocational College,Wuzhou vocational college
广西经济职业学院,4145014211,广西自治区教育厅,南宁市,专科,民办,Guangxi Vocational College of Economics,Vocational college of guangxi economy
广西幼儿师范高等专科学校,4145014220,广西壮族自治区,南宁市,专科,,Guangxi Kindergarten Teachers College,Infant normal school of higher learning in guangxi
广西科技职业学院,4145014312,广西自治区教育厅,崇左市,专科,民办,Guangxi Vocational College of Science and Technology,Science and technology vocational college in guangxi
广西卫生职业技术学院,4145014313,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College of Health,Health in guangxi vocational and technical college
广西培贤国际职业学院,4145014481,广西自治区教育厅,百色市,专科,民办,Guangxi Peixian International Vocational College,Pei xian international vocational college in guangxi
广西金融职业技术学院,4145014512,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College of Finance,Guangxi financial vocational and technical college
广西中远职业学院,4145014546,广西自治区教育厅,崇左市,专科,民办,Guangxi Zhongyuan Vocational College,Cosco vocational college in guangxi
玉柴职业技术学院,4145014573,广西自治区教育厅,玉林市,专科,民办,Yuchai Vocational and Technical College,Yuchai vocational and technical college
广西蓝天航空职业学院,4145014574,广西自治区教育厅,来宾市,专科,民办,Guangxi Blue Sky Aviation Vocational College,Blue sky aviation vocational college in guangxi
广西安全工程职业技术学院,4145014611,广西壮族自治区,南宁市,专科,,Guangxi Vocational and Technical College of Safety Engineering,Safety engineering of guangxi vocational and technical college
海南大学,4146010589,海南省,海口市,本科,,Hainan University,Hainan university
海南热带海洋学院,4146011100,海南省,三亚市,本科,,Hainan Institute of Tropical Oceanography,Hainan tropical Marine institute
海南师范大学,4146011658,海南省,海口市,本科,,Hainan Normal University,Hainan normal university.
海南医学院,4146011810,海南省,海口市,本科,,Hainan Medical College,Hainan medical college
海口经济学院,4146012308,海南省教育厅,海口市,本科,民办,Haikou College of Economics,Haikou school of economics
琼台师范学院,4146013811,海南省,海口市,本科,,Qiongtai Normal University,Joan Taiwan normal university
三亚学院,4146013892,海南省教育厅,三亚市,本科,民办,Sanya College,Sanya college
海南职业技术学院,4146011999,海南省,海口市,专科,,Hainan Vocational and Technical College,Hainan vocational and technical college
三亚城市职业学院,4146012717,海南省教育厅,三亚市,专科,民办,Sanya City Vocational College,Sanya city vocational college
海南软件职业技术学院,4146013575,海南省,琼海市,专科,,Hainan Software Vocational and Technical College,Hainan software professional technology institute
海南政法职业学院,4146013576,海南省,海口市,专科,,Hainan Vocational College of Politics and Law,Hainan vocational college of politics and law
海南外国语职业学院,4146013577,海南省,文昌市,专科,,Hainan Foreign Language College of Professional Education,Hainan foreign language professional college
海南经贸职业技术学院,4146013875,海南省,海口市,专科,,Hainan College of Economics and Business,Hainan economic and trade professional technology institute
海南工商职业学院,4146013876,海南省教育厅,海口市,专科,民办,Hainan Business Vocational College,Hainan vocational college of industry and commerce
三亚航空旅游职业学院,4146013931,海南省教育厅,三亚市,专科,民办,Sanya Vocational College of Aeronautical Tourism,Sanya air travel vocational college
海南科技职业学院,4146014172,海南省教育厅,海口市,专科,民办,Hainan Institute of Science and Technology,Hainan vocational college of science and technology
三亚理工职业学院,4146014236,海南省教育厅,三亚市,专科,民办,Sanya Polytechnic Vocational College,Sanya vocational college of science and technology
海南体育职业技术学院,4146014575,海南省,海口市,专科,,Hainan Sports Vocational and Technical College,Hainan sports vocational and technical college
三亚中瑞酒店管理职业学院,4146014612,海南省教育厅,三亚市,专科,民办,Sanya Zhongrui Hotel Management Vocational College,In sanya hotel management professional college
重庆大学,4150010611,教育部,重庆市,本科,,Chongqing University,Chongqing university
重庆邮电大学,4150010617,重庆市,重庆市,本科,,Chongqing University of Posts and Telecommunications,Chongqing university of posts and telecommunications
重庆交通大学,4150010618,重庆市,重庆市,本科,,chongqing jiaotong university,Chongqing jiaotong university
重庆医科大学,4150010631,重庆市,重庆市,本科,,Chongqing Medical University,Chongqing medical university
西南大学,4150010635,教育部,重庆市,本科,,Southwestern University,Southwest university
重庆师范大学,4150010637,重庆市,重庆市,本科,,Chongqing Normal University,Chongqing normal university.
重庆文理学院,4150010642,重庆市,重庆市,本科,,Chongqing College of Arts and Sciences,Chongqing liberal arts college
重庆三峡学院,4150010643,重庆市,重庆市,本科,,Chongqing Three Gorges University,Chongqing three gorges college
长江师范学院,4150010647,重庆市,重庆市,本科,,Changjiang Normal University,The Yangtze normal university
四川外国语大学,4150010650,重庆市,重庆市,本科,,Sichuan International Studies University,Sichuan international studies university
西南政法大学,4150010652,重庆市,重庆市,本科,,Southwest University of Political Science and Law,Southwest university of political science and law
四川美术学院,4150010655,重庆市,重庆市,本科,,sichuan fine arts institute,Sichuan academy of fine arts
重庆科技学院,4150011551,重庆市,重庆市,本科,,Chongqing University of Science and Technology,Chongqing institute of technology
重庆理工大学,4150011660,重庆市,重庆市,本科,,chongqing university of technology,Chongqing university of science and technology
重庆工商大学,4150011799,重庆市,重庆市,本科,,Chongqing University of Industry and Commerce,Chongqing university of industry and commerce
重庆工程学院,4150012608,重庆市教委,重庆市,本科,民办,Chongqing Institute of Engineering,Chongqing college of engineering
重庆大学城市科技学院,4150012616,重庆市教委,重庆市,本科,民办,"College of Urban Science and Technology, Chongqing University",Chongqing university city institute of science and technology
重庆警察学院,4150012757,重庆市,重庆市,本科,,Chongqing Police College,Chongqing police academy
重庆人文科技学院,4150013548,重庆市教委,重庆市,本科,民办,Chongqing College of Humanities and Science,Chongqing institute of humanities science and technology
四川外国语大学重庆南方翻译学院,4150013588,重庆市教委,重庆市,本科,民办,"Chongqing Southern Translation College, Sichuan Foreign Studies University",Institute of sichuan international studies university in chongqing south translation
重庆师范大学涉外商贸学院,4150013589,重庆市教委,重庆市,本科,民办,chongqing normal university foreign trade and business college,Chongqing normal university institute of foreign trade
重庆工商大学融智学院,4150013590,重庆市教委,重庆市,本科,民办,Rongzhi College of Chongqing Industrial and Commercial University,Ctbu RongZhi institute
重庆工商大学派斯学院,4150013591,重庆市教委,重庆市,本科,民办,Pais College of Chongqing Business University,Chongqing industry and commerce university college
重庆邮电大学移通学院,4150013627,重庆市教委,重庆市,本科,民办,Changtong College of Chongqing University of Posts and Telecommunications,Chongqing university of posts and telecommunications institute of released
重庆第二师范学院,4150014388,重庆市,重庆市,本科,,Chongqing Second Normal University,The second normal college in chongqing
重庆航天职业技术学院,4150010870,重庆市,重庆市,专科,,Chongqing Aerospace College of Vocational Technology,Chongqing and vocational and technical college
重庆电力高等专科学校,4150011848,重庆市,重庆市,专科,,Chongqing Electric Power College,Chongqing electric power college
重庆工业职业技术学院,4150012215,重庆市,重庆市,专科,,Chongqing Industry Polytechnic College,Chongqing industrial vocational and technical college
重庆三峡职业学院,4150012605,重庆市,重庆市,专科,,Chongqing Three Gorges Polytechnic College,Chongqing three gorges vocational college
重庆工贸职业技术学院,4150012606,重庆市,重庆市,专科,,Chongqing Industry & Trade Polytechnic,Chongqing industry and trade professional technology institute
重庆机电职业技术学院,4150012607,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Mechanical and Electrical Engineering,Chongqing mechanical and electrical professional technology institute
重庆电子工程职业学院,4150012609,重庆市,重庆市,专科,,Chongqing College of Electronic Engineering,Chongqing electronic engineering vocational college
重庆海联职业技术学院,4150012754,重庆市教委,重庆市,专科,民办,Chongqing Hailian Technical and Vocational College,Chongqing sea vocational and technical college
重庆信息技术职业学院,4150012755,重庆市教委,重庆市,专科,民办,chongqing vocational college of information technology,Chongqing information technology professional college
重庆传媒职业学院,4150012756,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Media,Chongqing media vocational college
重庆城市管理职业学院,4150012758,重庆市,重庆市,专科,,Chongqing City Management College,Chongqing city vocational college management
重庆工程职业技术学院,4150012759,重庆市,重庆市,专科,,Chongqing Vocational Institute of Engineering,Chongqing engineering professional technology institute
重庆房地产职业学院,4150012820,重庆市教委,重庆市,专科,民办,Chongqing Real Estate Vocational College,Chongqing institute of real estate professional
重庆城市职业学院,4150013734,重庆市,重庆市,专科,,Chongqing City Vocational College,Chongqing city vocational college
重庆水利电力职业技术学院,4150013735,重庆市,重庆市,专科,,chongqing water resources and electric engineering college,Chongqing water power vocational technology college
重庆工商职业学院,4150013967,重庆市,重庆市,专科,,Chongqing Technology & Business Institute,Chongqing vocational college of industry and commerce
重庆应用技术职业学院,4150013968,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Applied Technology,Chongqing college of applied technology
重庆三峡医药高等专科学校,4150014008,重庆市,重庆市,专科,,Chongqing Three Gorges Medical College,Chongqing three gorges medical college
重庆医药高等专科学校,4150014009,重庆市,重庆市,专科,,Chongqing Medical And Pharmaceutical College,Chongqing medical college
重庆青年职业技术学院,4150014069,重庆市,重庆市,专科,,Chongqing Youth Vocational and Technical College,Chongqing youth vocational and technical college
重庆财经职业学院,4150014128,重庆市,重庆市,专科,,Chongqing College of Finance and Economics,Chongqing vocational college of finance and economics
重庆科创职业学院,4150014173,重庆市教委,重庆市,专科,民办,chongqing creation vocational college,Chongqing kechuang vocational college
重庆建筑工程职业学院,4150014183,重庆市,重庆市,专科,,Chongqing Vocational College of Construction Engineering,Chongqing construction engineering vocational college
重庆电讯职业学院,4150014237,重庆市教委,重庆市,专科,民办,Chongqing Telecom Vocational College,Chongqing telecom vocational college
重庆能源职业学院,4150014238,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Energy,Chongqing energy vocational college
重庆商务职业学院,4150014246,重庆市,重庆市,专科,,Chongqing Business Vocational College,Chongqing business vocational college
重庆交通职业学院,4150014267,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Transportation,Chongqing traffic vocational college
重庆化工职业学院,4150014315,重庆市,重庆市,专科,,Chongqing Chemical Industry Vocational College,Chongqing chemical industry vocational college
重庆旅游职业学院,4150014316,重庆市,重庆市,专科,,Chongqing Vocational College of Tourism,Chongqing tourism vocational college
重庆安全技术职业学院,4150014365,重庆市,重庆市,专科,,Chongqing Vocational College of Safety Technology,Chongqing security technology vocational college
重庆公共运输职业学院,4150014366,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Public Transport,Chongqing public transportation vocational college
重庆艺术工程职业学院,4150014367,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Arts and Engineering,Chongqing engineering vocational college of art
重庆轻工职业学院,4150014368,重庆市教委,重庆市,专科,民办,Chongqing Light Industry Vocational College,Chongqing light industry vocational college
重庆电信职业学院,4150014369,重庆市教委,重庆市,专科,民办,Chongqing Telecom Vocational College,Chongqing telecom vocational college
重庆经贸职业学院,4150014370,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Economics and Trade,Chongqing economic and trade vocational college
重庆幼儿师范高等专科学校,4150014428,重庆市,重庆市,专科,,Chongqing Infant Teachers College,Chongqing college of infant education
重庆文化艺术职业学院,4150014482,重庆市,重庆市,专科,,Chongqing Vocational College of Culture and Art,Chongqing vocational college of arts and culture
重庆科技职业学院,4150014491,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Science and Technology,Chongqing vocational college of science and technology
重庆资源与环境保护职业学院,4150014557,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Resources and Environmental Protection,Chongqing vocational college of resources and environmental protection
重庆护理职业学院,4150014576,重庆市教委,重庆市,专科,民办,Chongqing Vocational College of Nursing,Chongqing nursing vocational college
四川大学,4151010610,教育部,成都市,本科,,Sichuan University,Sichuan university
西南交通大学,4151010613,教育部,成都市,本科,,Southwest Jiaotong University,Southwest jiaotong university
电子科技大学,4151010614,教育部,成都市,本科,,University of Electronic Science and Technology,University of electronic science and technology
西南石油大学,4151010615,四川省,成都市,本科,,Southwest Petroleum University,Southwest petroleum university
成都理工大学,4151010616,四川省,成都市,本科,,Chengdu University of Technology,Chengdu university of technology
西南科技大学,4151010619,四川省,绵阳市,本科,,Southwest University of Science and Technology,Southwest university of science and technology
成都信息工程大学,4151010621,四川省,成都市,本科,,Chengdu University of Information Engineering,Chengdu information engineering university
四川理工学院,4151010622,四川省,自贡市,本科,,Sichuan University of Science & Engineering,Sichuan institute of technology
西华大学,4151010623,四川省,成都市,本科,,Xihua University,Xihua university
中国民用航空飞行学院,4151010624,交通运输部,德阳市,本科,,China Civil Aviation Flight College,China's civil aviation flight institute
四川农业大学,4151010626,四川省,雅安市,本科,,Sichuan Agricultural University,Sichuan agricultural university
西昌学院,4151010628,四川省,凉山彝族自治州,本科,,Xichang College,Xichang college
西南医科大学,4151010632,四川省,泸州市,本科,,Southwest Medical University,Southwest university of medical sciences
成都中医药大学,4151010633,四川省,成都市,本科,,Chengdu University of TCM,Chengdu university of traditional Chinese medicine
川北医学院,4151010634,四川省,南充市,本科,,North Sichuan Medical College,North sichuan medical college
四川师范大学,4151010636,四川省,成都市,本科,,Sichuan Normal University,Sichuan normal university.
西华师范大学,4151010638,四川省,南充市,本科,,China West Normal University,Xihua normal university.
绵阳师范学院,4151010639,四川省,绵阳市,本科,,mianyang normal university,Mianyang normal university
内江师范学院,4151010640,四川省,内江市,本科,,neijiang normal university,Neijiang normal college
宜宾学院,4151010641,四川省,宜宾市,本科,,Yibin university,Yibin college
四川文理学院,4151010644,四川省,达州市,本科,,Sichuan University of Arts and Science,Sichuan liberal arts college
阿坝师范学院,4151010646,四川省,阿坝藏族羌族自治州,本科,,Aba Normal University,Aba teachers college
乐山师范学院,4151010649,四川省,乐山市,本科,,leshan normal university,Leshan teachers college
西南财经大学,4151010651,教育部,成都市,本科,,Southwest University of Finance and Economics,Southwestern university of finance and economics
成都体育学院,4151010653,四川省,成都市,本科,,Chengdu Sport University,Chengdu sports institute
四川音乐学院,4151010654,四川省,成都市,本科,,Sichuan Conservatory of Music,Sichuan conservatory of music
西南民族大学,4151010656,国家民委,成都市,本科,,Southwest University for Nationalities,Southwest university for nationalities
成都学院,4151011079,四川省,成都市,本科,,Chengdu University,Chengdu institute of
成都工业学院,4151011116,四川省,成都市,本科,,Chengdu Technological University,Chengdu institute of industrial
攀枝花学院,4151011360,四川省,攀枝花市,本科,,Panzhihua College,Panzhihua college
四川旅游学院,4151011552,四川省,成都市,本科,,Sichuan Tourism University,Sichuan institute of tourism
四川民族学院,4151011661,四川省,甘孜藏族自治州,本科,,sichuan university for nationalities,Sichuan institute for nationalities
四川警察学院,4151012212,四川省,泸州市,本科,,Sichuan Police College,Sichuan police academy
成都东软学院,4151012636,四川省教育厅,成都市,本科,民办,ChengDu Neusoft University,Chengdu neusoft institute
电子科技大学成都学院,4151013665,四川省教育厅,成都市,本科,民办,Chengdu College of UESTC,University of electronic science and technology institute of chengdu
